tmdb_id,title,director,top_cast,genres,release_date,budget
65057,The Descendants,Alexander Payne,"George Clooney, Shailene Woodley, Amara Miller, Nick Krause, Patricia Hastie, Grace A. Cruz, Kim Gennaula, Karen Kuioka Hironaga, Carmen Kaichi, Kaui Hart Hemmings, Beau Bridges, Matt Corboy, Matt Esecson, Michael Ontkean, Stanton Johnston","Comedy, Drama",2011-09-09,20000000
601470,The Eyes of Tammy Faye,Michael Showalter,"Jessica Chastain, Andrew Garfield, Cherry Jones, Vincent D'Onofrio, Mark Wystrach, Sam Jaeger, Louis Cancelmi, Gabriel Olds, Fredric Lehne, Chandler Head, Jay Huguley, Dan Johnson, Michael MacCauley, Grant Owens, Coley Campany","Drama, History",2021-09-17,0
804095,The Fabelmans,Steven Spielberg,"Michelle Williams, Paul Dano, Seth Rogen, Gabriel LaBelle, Mateo Zoryan Francis-DeFord, Keeley Karsten, Alina Brace, Julia Butters, Birdie Borria, Judd Hirsch, Sophia Kopera, Jeannie Berlin, Robin Bartlett, Sam Rechner, Oakes Fegley",Drama,2022-11-11,40000000
600354,The Father,Florian Zeller,"Anthony Hopkins, Olivia Colman, Mark Gatiss, Olivia Williams, Imogen Poots, Rufus Sewell, Ayesha Dharker, Roman Zeller",Drama,2020-12-23,6000000
375262,The Favourite,Yorgos Lanthimos,"Emma Stone, Olivia Colman, Rachel Weisz, Nicholas Hoult, Joe Alwyn, Mark Gatiss, James Smith, Jenny Rainsford, Emma Delves, Faye Daveney, Paul Swaine, Jennifer White, Lilly-Rose Stevens, Denise Mack, Willem Dalby","History, Comedy, Drama",2018-11-23,15000000
45317,The Fighter,David O. Russell,"Mark Wahlberg, Christian Bale, Amy Adams, Melissa Leo, Mickey O'Keefe, Jack McGee, Melissa McMeekin, Bianca Hunter, Erica McDermott, Jill Quigg, Dendrie Taylor, Kate B. O'Brien, Jenna Lamia, Frank Renzulli, Paul Campbell",Drama,2010-12-10,25000000
394117,The Florida Project,Sean Baker,"Brooklynn Prince, Bria Vinaite, Willem Dafoe, Christopher Rivera, Valeria Cotto, Mela Murder, Josie Olivo, Caleb Landry Jones, Aiden Malik, Edward Pagan, Jim R. Coleman, Patti Wiley, Jasineia Ramos, Rosa Medina Perez, Krystal Nicole Watts",Drama,2017-10-06,2000000
65754,The Girl with the Dragon Tattoo,David Fincher,"Daniel Craig, Rooney Mara, Christopher Plummer, Stellan Skarsgård, Robin Wright, Yorick van Wageningen, Steven Berkoff, Joely Richardson, Geraldine James, Goran Višnjić, Donald Sumpter, Ulf Friberg, Bengt C.W. Carlsson, Tony Way, Per Myrberg","Thriller, Crime, Mystery",2011-12-14,90000000
120467,The Grand Budapest Hotel,Wes Anderson,"Ralph Fiennes, F. Murray Abraham, Mathieu Amalric, Adrien Brody, Willem Dafoe, Jeff Goldblum, Harvey Keitel, Jude Law, Bill Murray, Edward Norton, Saoirse Ronan, Jason Schwartzman, Léa Seydoux, Tilda Swinton, Tom Wilkinson","Comedy, Drama",2014-02-26,30000000
273248,The Hateful Eight,Quentin Tarantino,"Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins, Demián Bichir, Tim Roth, Michael Madsen, Bruce Dern, James Parks, Dana Gourrier, Zoë Bell, Lee Horsley, Gene Jones, Keith Jefferson, Craig Stark","Drama, Mystery, Western",2015-12-25,44000000
50014,The Help,Tate Taylor,"Emma Stone, Viola Davis, Bryce Dallas Howard, Octavia Spencer, Jessica Chastain, Ahna O'Reilly, Allison Janney, Anna Camp, Eleanor Henry, Emma Henry, Chris Lowell, Cicely Tyson, Mike Vogel, Sissy Spacek, Brian Kerwin",Drama,2011-08-09,25000000
840430,The Holdovers,Alexander Payne,"Paul Giamatti, Dominic Sessa, Da'Vine Joy Randolph, Carrie Preston, Brady Hepner, Ian Dolley, Jim Kaplan, Michael Provost, Andrew Garman, Naheem Garcia, Stephen Thorne, Gillian Vigman, Tate Donovan, Darby Lee-Stack, Bill Mootos","Comedy, Drama",2023-10-27,13000000
205596,The Imitation Game,Morten Tyldum,"Benedict Cumberbatch, Keira Knightley, Matthew Goode, Rory Kinnear, Allen Leech, Matthew Beard, Charles Dance, Mark Strong, James Northcote, Tom Goodman-Hill, Steven Waddington, Ilan Goodman, Jack Tarlton, Alex Lawther, Jack Bannon","History, Drama, Thriller, War",2014-11-14,14000000
80278,The Impossible,J. A. Bayona,"Naomi Watts, Ewan McGregor, Tom Holland, Samuel Joslin, Oaklee Pendergast, Marta Etura, Sönke Möhring, Geraldine Chaplin, Ploy Jindachote, Jomjaoi Sae-Limh, Johan Sundberg, Jan Roland Sundberg, La-Orng Thongruang, Tor Klathaley, Douglas Johansson","Drama, Thriller, History",2012-09-09,45000000
398978,The Irishman,Martin Scorsese,"Robert De Niro, Al Pacino, Joe Pesci, Harvey Keitel, Ray Romano, Bobby Cannavale, Anna Paquin, Stephen Graham, Stephanie Kurtzuba, Jack Huston, Kathrine Narducci, Jesse Plemons, Domenick Lombardozzi, Paul Herman, Gary Basaraba","Crime, Drama, History",2019-11-01,159000000
71688,The Iron Lady,Phyllida Lloyd,"Meryl Streep, Jim Broadbent, Olivia Colman, Roger Allam, Susan Brown, Nick Dunning, Nicholas Farrell, Iain Glen, Richard E. Grant, Anthony Stewart Head, Harry Lloyd, Michael Maloney, Michael Pennington, Alexandra Roach, Amanda Root","History, Drama",2011-12-26,13000000
205587,The Judge,David Dobkin,"Robert Downey Jr., Robert Duvall, Vera Farmiga, Vincent D'Onofrio, Jeremy Strong, Dax Shepard, Billy Bob Thornton, Leighton Meester, Ken Howard, Emma Tremblay, Balthazar Getty, David Krumholtz, Grace Zabriskie, Denis O'Hare, Sarah Lancaster",Drama,2014-10-08,40000000
39781,The Kids Are All Right,Lisa Cholodenko,"Julianne Moore, Annette Bening, Mark Ruffalo, Mia Wasikowska, Josh Hutcherson, Yaya DaCosta, Kunal Sharma, Eddie Hassell, Zosia Mamet, Joaquín Garrido, Rebecca Lawrence Levy, Lisa Eisner, Eric Eisner, Sasha Spielberg, James MacDonald","Comedy, Drama",2010-07-09,3500000
45269,The King's Speech,Tom Hooper,"Colin Firth, Geoffrey Rush, Helena Bonham Carter, Guy Pearce, Timothy Spall, Michael Gambon, Jennifer Ehle, Derek Jacobi, Freya Wilson, Ramona Marquez, Richard Dixon, Robert Portal, Eve Best, Paul Trussell, Adrian Scarborough","Drama, History",2010-11-26,15000000
554230,The Lost Daughter,Maggie Gyllenhaal,"Olivia Colman, Jessie Buckley, Dakota Johnson, Ed Harris, Paul Mescal, Peter Sarsgaard, Dagmara Dominczyk, Jack Farthing, Alba Rohrwacher, Oliver Jackson-Cohen, Panos Koronis, Robyn Elwell, Ellie Mae Blake, Alexandros Mylonas, Nikos Poursanidis",Drama,2021-12-15,5000000
286217,The Martian,Ridley Scott,"Matt Damon, Jessica Chastain, Kristen Wiig, Jeff Daniels, Michael Peña, Sean Bean, Kate Mara, Sebastian Stan, Aksel Hennie, Chiwetel Ejiofor, Benedict Wong, Mackenzie Davis, Donald Glover, Nick Mohammed, Chen Shu","Science Fiction, Drama, Adventure",2015-09-30,108000000
68722,The Master,Paul Thomas Anderson,"Joaquin Phoenix, Philip Seymour Hoffman, Amy Adams, Rami Malek, Laura Dern, Jesse Plemons, Ambyr Childers, Madisen Beaty, Kevin J. O'Connor, Patty McCormack, Lena Endre, Barbara Brownell, Amy Ferguson, Jennifer Neala Page, Christopher Evan Welch",Drama,2012-09-14,32000000
446354,The Post,Steven Spielberg,"Meryl Streep, Tom Hanks, Sarah Paulson, Bob Odenkirk, Tracy Letts, Bradley Whitford, Bruce Greenwood, Matthew Rhys, Alison Brie, Carrie Coon, Jesse Plemons, David Cross, Zach Woods, Pat Healy, John Rue","Drama, History",2017-12-22,50000000
600583,The Power of the Dog,Jane Campion,"Benedict Cumberbatch, Kodi Smit-McPhee, Kirsten Dunst, Jesse Plemons, Thomasin McKenzie, Geneviève Lemon, Keith Carradine, Frances Conroy, Kenneth Radley, Sean Keenan, George Mason, Ramontay McConnell, David Denis, Cohen Holloway, Max Mata","Drama, Western",2021-10-25,0
281957,The Revenant,Alejandro González Iñárritu,"Leonardo DiCaprio, Tom Hardy, Domhnall Gleeson, Will Poulter, Forrest Goodluck, Duane Howard, Arthur Redcloud, Melaw Nakehk'o, Grace Dove, Lukas Haas, Paul Anderson, Kristoffer Joner, Joshua Burge, Fabrice Adde, Christopher Rosamond","Western, Drama, Adventure",2015-12-25,135000000
113947,The Sessions,Ben Lewin,"John Hawkes, Helen Hunt, William H. Macy, Moon Bloodgood, Annika Marks, Adam Arkin, Rhea Perlman, W. Earl Brown, Robin Weigert, Blake Lindsley, Ming Lo, Rusty Schwimmer, Jennifer Kumiyama, Tobias Forrest, Jarrod Bailey","Drama, Romance, Comedy",2012-05-02,1000000
399055,The Shape of Water,Guillermo del Toro,"Sally Hawkins, Michael Shannon, Richard Jenkins, Octavia Spencer, Michael Stuhlbarg, Doug Jones, David Hewlett, Nick Searcy, Stewart Arnott, Nigel Bennett, Lauren Lee Smith, Martin Roach, Allegra Fulton, John Kapelos, Morgan Kelly","Drama, Fantasy, Romance",2017-12-01,19500000
37799,The Social Network,David Fincher,"Jesse Eisenberg, Andrew Garfield, Armie Hammer, Josh Pence, Justin Timberlake, Max Minghella, Brenda Song, Rashida Jones, John Getz, David Selby, Denise Grayson, Douglas Urbanski, Rooney Mara, Bryan Barter, Dustin Fitzsimons",Drama,2010-10-01,40000000
933260,The Substance,Coralie Fargeat,"Demi Moore, Margaret Qualley, Dennis Quaid, Edward Hamilton-Clark, Gore Abrams, Oscar Lesage, Christian Erickson, Robin Greer, Tom Morton, Hugo Diego Garcia, Daniel Knight, Jonathon Carley, Jiselle Henderkott, Akil Wingate, Vincent Colombe","Horror, Science Fiction",2024-09-07,17500000
266856,The Theory of Everything,James Marsh,"Eddie Redmayne, Felicity Jones, Charlie Cox, Emily Watson, Simon McBurney, David Thewlis, Maxine Peake, Harry Lloyd, Tom Prior, Sophie Perry, Finlay Wright-Stephens, Alice Orr-Ewing, Thomas Morrison, Michael Marcus, Gruffudd Glyn","Drama, Romance",2014-11-07,15000000
23168,The Town,Ben Affleck,"Ben Affleck, Jeremy Renner, Rebecca Hall, Jon Hamm, Blake Lively, George Carroll, Pete Postlethwaite, Owen Burke, Titus Welliver, Chris Cooper, Dennis McLaughlin, Corena Chase, Brian Scannell, Kerri Dunbar, Tony V.","Crime, Drama, Thriller",2010-09-15,37000000
591538,The Tragedy of Macbeth,Joel Coen,"Denzel Washington, Frances McDormand, Alex Hassell, Bertie Carvel, Brendan Gleeson, Corey Hawkins, Harry Melling, Miles Anderson, Kathryn Hunter, Matt Helm, Moses Ingram, Scott Subiono, Brian Thompson, Lucas Barker, Stephen Root",Drama,2021-12-05,0
8967,The Tree of Life,Terrence Malick,"Brad Pitt, Jessica Chastain, Hunter McCracken, Sean Penn, Fiona Shaw, Tye Sheridan, Laramie Eppler, Will Wallace, Nicolas Gonda, Jessica Fuselier, Kelly Koonce, Bryce Boudoin, Jimmy Donaldson, Kameron Vaughn, Cole Cockburn","Drama, Fantasy",2011-05-17,32000000
556984,The Trial of the Chicago 7,Aaron Sorkin,"Eddie Redmayne, Sacha Baron Cohen, Mark Rylance, Joseph Gordon-Levitt, Frank Langella, Jeremy Strong, John Carroll Lynch, Yahya Abdul-Mateen II, Alex Sharp, Noah Robbins, Danny Flaherty, Ben Shenkman, Michael Keaton, Kelvin Harrison Jr., Caitlin FitzGerald","Drama, History",2020-09-25,35000000
551332,The Two Popes,Fernando Meirelles,"Jonathan Pryce, Anthony Hopkins, Juan Minujín, Luis Gnecco, Cristina Banegas, María Ucedo, Renato Scarpa, Sidney Cole, Achille Brugnini, Federico Torre, Germán de Silva, Lisandro Fiks, Libero De Rienzo, Willie Jonah, Vincent Riotta","Drama, History",2019-11-27,0
566076,The United States vs. Billie Holiday,Lee Daniels,"Andra Day, Trevante Rhodes, Garrett Hedlund, Leslie Jordan, Miss Lawrence, Adriane Lenox, Natasha Lyonne, Rob Morgan, Da'Vine Joy Randolph, Evan Ross, Tyler James Williams, Tone Bell, Blake DeLong, Dana Gourrier, Melvin Gregg","Music, Drama, History",2021-03-31,0
785084,The Whale,Darren Aronofsky,"Brendan Fraser, Sadie Sink, Ty Simpkins, Hong Chau, Samantha Morton, Sathya Sridharan, Jacey Sink, Allison Altman, Lance Oppenheim, Grace Perkins, Wilhelm Schalaudek",Drama,2022-12-09,3000000
340613,The Wife,Björn Runge,"Glenn Close, Jonathan Pryce, Christian Slater, Max Irons, Harry Lloyd, Annie Starke, Elizabeth McGovern, Johan Widerberg, Karin Franz Körlof, Richard Cordery, Jan Mybrand, Anna Azcárate, Peter Forbes, Fredric Gildea, Jane Garioni",Drama,2017-08-17,7000000
106646,The Wolf of Wall Street,Martin Scorsese,"Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey, Kyle Chandler, Rob Reiner, Jon Bernthal, Jon Favreau, Jean Dujardin, Joanna Lumley, Cristin Milioti, Christine Ebersole, Shea Whigham, Katarina Čas, P.J. Byrne","Crime, Drama, Comedy",2013-12-25,100000000
467244,The Zone of Interest,Jonathan Glazer,"Christian Friedel, Sandra Hüller, Johann Karthaus, Luis Noah Witte, Nele Ahrensmeier, Lilli Falk, Anastazja Drobniak, Cecylia Pekala, Kalman Wilson, Medusa Knopf, Maximilian Beck, Andrey Isaev, Julia Babiarz, Stephanie Petrowitz, Martyna Poznanski","Drama, History",2023-12-15,15000000
359940,"Three Billboards Outside Ebbing, Missouri",Martin McDonagh,"Frances McDormand, Woody Harrelson, Sam Rockwell, Abbie Cornish, Lucas Hedges, Željko Ivanek, Caleb Landry Jones, Clarke Peters, Samara Weaving, John Hawkes, Peter Dinklage, Kerry Condon, Darrell Britt-Gibson, Kathryn Newton, Brendan Sexton III","Crime, Drama",2017-12-01,15000000
537116,"tick, tick... BOOM!",Lin-Manuel Miranda,"Andrew Garfield, Alexandra Shipp, Robin de Jesús, Michaela Jaé Rodriguez, Ben Levi Ross, Jonathan Marc Sherman, Vanessa Hudgens, Joshua Henry, Bradley Whitford, Judith Light, Laura Benanti, Danielle Ferland, Micaela Diamond, Utkarsh Ambudkar, Gizel Jiménez","Drama, Music",2021-11-11,0
823147,To Leslie,Michael Morris,"Andrea Riseborough, Marc Maron, Andre Royo, Owen Teague, Allison Janney, Stephen Root, James Landry Hébert, Matt Lauria, Catfish Jean, Drew Youngblood, Tom Virtue, Lauren Letherer, Sewell Whitney, Pramod Kumar, Blake Robbins",Drama,2022-10-07,0
361743,Top Gun: Maverick,Joseph Kosinski,"Tom Cruise, Val Kilmer, Miles Teller, Jennifer Connelly, Bashir Salahuddin, Jon Hamm, Charles Parnell, Monica Barbaro, Lewis Pullman, Jay Ellis, Danny Ramirez, Glen Powell, Jack Schumacher, Manny Jacinto, Kara Wang","Action, Drama",2022-05-21,170000000
10193,Toy Story 3,Lee Unkrich,"Tom Hanks, Tim Allen, Joan Cusack, Don Rickles, Wallace Shawn, John Ratzenberger, Estelle Harris, Blake Clark, Jeff Pidgeon, Ned Beatty, Michael Keaton, Jodi Benson, John Morris, Emily Hahn, Timothy Dalton","Animation, Family, Comedy",2010-06-16,200000000
497828,Triangle of Sadness,Ruben Östlund,"Harris Dickinson, Charlbi Dean, Dolly de Leon, Woody Harrelson, Zlatko Burić, Vicki Berlin, Henrik Dorsin, Iris Berben, Jean-Christophe Folly, Amanda Walker, Oliver Ford Davies, Sunnyi Melles, Thobias Thorwid, Jiannis Moustos, Timoleon Gketsos","Comedy, Drama",2022-09-18,15600000
44264,True Grit,"Ethan Coen, Joel Coen","Jeff Bridges, Hailee Steinfeld, Matt Damon, Josh Brolin, Barry Pepper, Dakin Matthews, Jarlath Conroy, Paul Rae, Domhnall Gleeson, Elizabeth Marvel, Roy Lee Jones, Ed Corbin, Leon Russom, Bruce Green, Candyce Hinkle","Drama, Adventure, Western",2010-12-22,38000000
294016,Trumbo,Jay Roach,"Bryan Cranston, Adewale Akinnuoye-Agbaje, Louis C.K., David James Elliott, Elle Fanning, John Goodman, Diane Lane, Michael Stuhlbarg, Alan Tudyk, Helen Mirren, Dan Bakkedahl, Roger Bart, Christian Berkel, Peter MacKenzie, Dean O'Gorman",Drama,2015-10-27,15000000
221902,"Two Days, One Night","Jean-Pierre Dardenne, Luc Dardenne","Marion Cotillard, Fabrizio Rongione, Catherine Salée, Pili Groyne, Baptiste Sornin, Simon Caudry, Lara Persain, Alain Eloy, Myriem Akheddiou, Fabienne Sciascia, Anette Niro, Rania Mellouli, Christelle Delbrouck, Timur Magomedgadzhiev, Hassaba Halabi",Drama,2014-05-21,7000000
429197,Vice,Adam McKay,"Christian Bale, Amy Adams, Steve Carell, Sam Rockwell, Alison Pill, Eddie Marsan, Justin Kirk, LisaGay Hamilton, Jesse Plemons, Bill Camp, Don McManus, Lily Rabe, Shea Whigham, Stephen Adly Guirgis, Tyler Perry","Drama, Comedy",2018-12-25,60000000
57212,War Horse,Steven Spielberg,"Jeremy Irvine, Peter Mullan, Emily Watson, Niels Arestrup, David Thewlis, Tom Hiddleston, Benedict Cumberbatch, Celine Buckens, Toby Kebbell, Patrick Kennedy, Leonard Carow, David Kross, Matt Milne, Robert Emms, Eddie Marsan","War, History, Adventure",2011-12-25,66000000
59440,Warrior,Gavin O'Connor,"Joel Edgerton, Tom Hardy, Nick Nolte, Jennifer Morrison, Frank Grillo, Kevin Dunn, Maximiliano Hernández, Bryan Callen, Sam Sheridan, Fernando Chien, Jake McLaughlin, Vanessa Martinez, Denzel Whitaker, Carlos Miranda, Nick Lehane","Drama, Action",2011-09-09,25000000
511809,West Side Story,Steven Spielberg,"Ansel Elgort, Rachel Zegler, Ariana DeBose, David Alvarez, Mike Faist, Brian d'Arcy James, Corey Stoll, Rita Moreno, Josh Rivera, Ana Isabelle, Ilda Mason, iris menas, Julius Anthony Rubio, Tanairi Sade Vazquez, David Aviles Morales","Drama, Romance, Crime",2021-12-08,100000000
244786,Whiplash,Damien Chazelle,"Miles Teller, J.K. Simmons, Paul Reiser, Melissa Benoist, Austin Stowell, Nate Lang, Chris Mulkey, Damon Gupton, Suanne Spoke, Max Kasch, Charlie Ian, Jayson Blair, Kofi Siriboe, Kavita Patil, C.J. Vana","Drama, Music, Thriller",2014-10-10,3300000
402431,Wicked,Jon M. Chu,"Cynthia Erivo, Ariana Grande, Michelle Yeoh, Jonathan Bailey, Ethan Slater, Marissa Bode, Jeff Goldblum, Peter Dinklage, Andy Nyman, Courtney-Mae Briggs, Bowen Yang, Bronwyn James, Aaron Teoh, Shaun Prendergast, Keala Settle","Drama, Romance, Fantasy",2024-10-16,150000000
228970,Wild,Jean-Marc Vallée,"Reese Witherspoon, Laura Dern, Keene McRae, Gaby Hoffmann, Michiel Huisman, Kevin Rankin, Cliff DeYoung, Thomas Sadoski, Randy Schulman, W. Earl Brown, Brian Van Holt, Mo McRae, Will Cuddy, Leigh Parker, Nick Eversman",Drama,2014-12-05,15000000
39013,Winter's Bone,Debra Granik,"Jennifer Lawrence, John Hawkes, Kevin Breznahan, Dale Dickey, Garret Dillahunt, Sheryl Lee, Shelley Waggener, Isaiah Stone, Lauren Sweetser, Ashlee Thompson, Valerie Richards, Cinnamon Schultz, Casey MacLaren, Tate Taylor, Ronnie Hall","Drama, Mystery",2010-06-11,2000000
777245,Women Talking,Sarah Polley,"Rooney Mara, Claire Foy, Jessie Buckley, Judith Ivey, Ben Whishaw, Sheila McCarthy, Kate Hallett, Michelle McLeod, Liv McNeil, August Winter, Frances McDormand, Emily Mitchell, Kira Guloien, Shayla Brown, Eli Ham",Drama,2022-12-23,20000000
97630,Zero Dark Thirty,Kathryn Bigelow,"Jessica Chastain, Jason Clarke, Kyle Chandler, Jennifer Ehle, Mark Strong, Joel Edgerton, Chris Pratt, Edgar Ramírez, Mark Duplass, Scott Adkins, Harold Perrineau, Jeremy Strong, Reda Kateb, Ricky Sekhon, J.J. Kandel","Thriller, Drama",2012-12-19,40000000
470,21 Grams,Alejandro González Iñárritu,"Sean Penn, Naomi Watts, Benicio del Toro, Charlotte Gainsbourg, Danny Huston, Melissa Leo, Clea DuVall, Carly Nahon, Claire Pakis, Nick Nichols, John Rubinstein, Eddie Marsan, Loyd Keith Salter, Antef A. Harris, Marc Musso","Drama, Crime, Thriller",2003-09-06,20000000
453,A Beautiful Mind,Ron Howard,"Russell Crowe, Jennifer Connelly, Ed Harris, Paul Bettany, Christopher Plummer, Adam Goldberg, Josh Lucas, Anthony Rapp, Jason Gray-Stanford, Judd Hirsch, Austin Pendleton, Vivien Cardone, Jillie Simon, Victor Steinbach, Tanya Clarke","Drama, Romance",2001-12-14,58000000
9422,A Civil Action,Steven Zaillian,"John Travolta, Robert Duvall, Tony Shalhoub, William H. Macy, Željko Ivanek, Bruce Norris, John Lithgow, Kathleen Quinlan, Peter Jacobson, Mary Mara, James Gandolfini, Stephen Fry, Denise Dowse, Dan Hedaya, David Thornton",Drama,1998-12-25,70000000
59,A History of Violence,David Cronenberg,"Viggo Mortensen, Maria Bello, Ed Harris, William Hurt, Ashton Holmes, Peter MacNeill, Stephen McHattie, Greg Bryk, Kyle Schmid, Sumela Kay, Gerry Quigley, Deborah Drakeford, Heidi Hayes, Aidan Devine, Bill MacDonald","Drama, Thriller, Crime",2005-09-23,32000000
12573,A Serious Man,"Ethan Coen, Joel Coen","Michael Stuhlbarg, Richard Kind, Fred Melamed, Sari Lennick, Aaron Wolff, Jessica McManus, Peter Breitmayer, Brent Braunschweig, David Kang, Benjamin Portnoe, Jack Swiler, Andrew S. Lentz, Jon Kaminski Jr., Ari Hoptman, Alan Mandell","Comedy, Drama",2009-10-02,7000000
10223,A Simple Plan,Sam Raimi,"Billy Bob Thornton, Bill Paxton, Bridget Fonda, Brent Briscoe, Jack Walsh, Chelcie Ross, Becky Ann Baker, Gary Cole, Bob Davis, Peter Syvertsen, Tom Carey, John Paxton, Marie Mathay, Paul Magers, Joan Steffend","Crime, Drama, Thriller",1998-12-11,17000000
34653,A Single Man,Tom Ford,"Colin Firth, Julianne Moore, Nicholas Hoult, Matthew Goode, Jon Kortajarena, Paulette Lamori, Ryan Simpkins, Ginnifer Goodwin, Teddy Sears, Paul Butler, Aaron Sanders, Aline Weber, Keri Lynn Pratt, Jenna Gavigan, Alicia Carr","Drama, Romance",2009-12-11,7000000
2755,About Schmidt,Alexander Payne,"Jack Nicholson, Kathy Bates, Hope Davis, Dermot Mulroney, June Squibb, Howard Hesseman, Harry Groener, Connie Ray, Len Cariou, Mark Venhuizen, Cheryl Hamada, Phil Reeves, Matt Winston, James M. Connor, Jill Anderson","Drama, Comedy",2002-12-12,30000000
2757,Adaptation.,Spike Jonze,"Nicolas Cage, Meryl Streep, Chris Cooper, Tilda Swinton, Jay Tavare, Litefoot, Roger Willie, Jim Beaver, Cara Seymour, Doug Jones, Gary Farmer, Peter Jason, Gregory Itzin, Curtis Hanson, Agnes NaDene Baddoo","Comedy, Crime, Drama",2002-12-06,19000000
31662,Affliction,Paul Schrader,"Nick Nolte, Sissy Spacek, James Coburn, Willem Dafoe, Mary Beth Hurt, Jim True-Frost, Marian Seldes, Holmes Osborne, Brigid Tierney, Sean McCann, Wayne Robson, Eugene Lipinski, Tim Post, Christopher Heyerdahl, Janine Theriault","Crime, Drama, Mystery, Thriller",1998-02-12,6000000
26941,Afterglow,Alan Rudolph,"Nick Nolte, Julie Christie, Lara Flynn Boyle, Jonny Lee Miller, Jay Underwood, Genevieve Bissonnette, Domini Blythe, Yves Corbeil, Michèle-Barbara Pelletier, France Castel, Claudia Besso, Alan Fawcett, Ivan Smith, Ellen David, Don Jordan","Drama, Romance",1997-12-26,0
8489,Ali,Michael Mann,"Will Smith, Jamie Foxx, Jon Voight, Mario Van Peebles, Ron Silver, Jeffrey Wright, Mykelti Williamson, Jada Pinkett Smith, Nona Gaye, Michael Michele, Joe Morton, Paul Rodríguez, Bruce McGill, Barry Shabaka Henley, Giancarlo Esposito",Drama,2001-12-10,107000000
786,Almost Famous,Cameron Crowe,"Billy Crudup, Frances McDormand, Kate Hudson, Jason Lee, Patrick Fugit, Zooey Deschanel, Michael Angarano, Anna Paquin, Fairuza Balk, Noah Taylor, John Fedevich, Mark Kozelek, Philip Seymour Hoffman, Liz Stauber, Jimmy Fallon","Drama, Music",2000-09-15,60000000
14,American Beauty,Sam Mendes,"Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley, Mena Suvari, Peter Gallagher, Allison Janney, Chris Cooper, Scott Bakula, Sam Robards, Barry Del Sherman, Ara Celi, John Cho, Hal Fort Atkinson, Sue Casey",Drama,1999-09-15,15000000
4982,American Gangster,Ridley Scott,"Denzel Washington, Russell Crowe, Josh Brolin, Chiwetel Ejiofor, Cuba Gooding Jr., Lymari Nadal, Ted Levine, Armand Assante, John Ortiz, John Hawkes, RZA, Yul Vazquez, Ruby Dee, Idris Elba, Carla Gugino","Drama, Crime",2007-11-02,100000000
73,American History X,Tony Kaye,"Edward Norton, Edward Furlong, Beverly D'Angelo, Jennifer Lien, Ethan Suplee, Fairuza Balk, Avery Brooks, Elliott Gould, Stacy Keach, William Russ, Guy Torry, Joe Cortese, Jason Bose Smith, Antonio David Lyons, Alex Sol",Drama,1998-07-01,20000000
11831,Amistad,Steven Spielberg,"Morgan Freeman, Nigel Hawthorne, Anthony Hopkins, Djimon Hounsou, Matthew McConaughey, David Paymer, Pete Postlethwaite, Stellan Skarsgård, Razaaq Adoti, Abu Bakaar Fofanah, Anna Paquin, Tomas Milian, Chiwetel Ejiofor, Derrick N. Ashong, Geno Silva","Drama, History, Mystery",1997-12-10,36000000
24684,An Education,Lone Scherfig,"Carey Mulligan, Peter Sarsgaard, Dominic Cooper, Rosamund Pike, Olivia Williams, Alfred Molina, Cara Seymour, Sally Hawkins, Emma Thompson, James Norton, Amanda Fairbank-Hynes, William Melling, Connor Catchpole, Matthew Beard, Ellie Kendrick","Drama, Romance",2009-10-29,7500000
2898,As Good as It Gets,James L. Brooks,"Jack Nicholson, Helen Hunt, Greg Kinnear, Cuba Gooding Jr., Shirley Knight, Jesse James, Yeardley Smith, Lupe Ontiveros, Skeet Ulrich, Harold Ramis, Lawrence Kasdan, Bibi Osterwald, Ross Bleckner, Bernadette Balagtas, Jaffe Cohen","Drama, Comedy, Romance",1997-12-19,50000000
4347,Atonement,Joe Wright,"James McAvoy, Keira Knightley, Saoirse Ronan, Romola Garai, Vanessa Redgrave, Brenda Blethyn, Juno Temple, Benedict Cumberbatch, Harriet Walter, Alfie Allen, Jérémie Renier, Anthony Minghella, Tobias Menzies, Peter Wight, Gina McKee","Drama, Romance",2007-02-27,30000000
19995,Avatar,James Cameron,"Sam Worthington, Zoe Saldaña, Sigourney Weaver, Stephen Lang, Michelle Rodriguez, Giovanni Ribisi, Joel David Moore, CCH Pounder, Wes Studi, Laz Alonso, Dileep Rao, Matt Gerald, Sean Anthony Moran, Jason Whyte, Scott Lawrence","Action, Adventure, Science Fiction",2009-12-16,237000000
1919,Away from Her,Sarah Polley,"Gordon Pinsent, Julie Christie, Michael Murphy, Olympia Dukakis, Kristen Thomson, Wendy Crewson, Alberta Watson, Thomas Hauff, Deanna Dezmari, Nina Dobrev, Grace Lynn Kung, Melanie Merkosky, Andrew Moodie, Clare Coulter, Stacey LaBerge","Drama, Romance",2007-05-04,3000000
1164,Babel,Alejandro González Iñárritu,"Brad Pitt, Rinko Kikuchi, Adriana Barraza, Cate Blanchett, Satoshi Nikaido, Said Tarchani, Boubker Ait El Caid, Gael García Bernal, Nathan Gamble, Elle Fanning, Mohamed Akhzam, Yuko Murata, Koji Yakusho, Mustapha Rachidi, Abdelkader Bara",Drama,2006-10-26,25000000
